state,state_code,year,month,all_births,white_births,black_births,hisp_births,all_denom,white_denom,black_denom,hisp_denom,otherrace_births,otherrace_denom
Alabama,1,2016,January,4805,2786,1462,381,952796,580142,292632,43095,176,36927
Alabama,1,2016,February,4718,2846,1381,349,952796,580142,292632,43095,142,36927
Alabama,1,2016,March,4825,2839,1430,404,952796,580142,292632,43095,152,36927
Alabama,1,2016,April,4527,2730,1305,332,952796,580142,292632,43095,160,36927
Alabama,1,2016,May,4802,2908,1400,362,952796,580142,292632,43095,132,36927
Alabama,1,2016,June,5047,3077,1450,364,952796,580142,292632,43095,156,36927
Alabama,1,2016,July,5043,2971,1511,388,952796,580142,292632,43095,173,36927
Alabama,1,2016,August,5325,3149,1564,420,952796,580142,292632,43095,192,36927
Alabama,1,2016,September,5239,3075,1550,414,952796,580142,292632,43095,200,36927
Alabama,1,2016,October,4973,2933,1497,382,952796,580142,292632,43095,161,36927
Alabama,1,2016,November,4910,2815,1550,373,952796,580142,292632,43095,172,36927
Alabama,1,2016,December,4937,2770,1595,411,952796,580142,292632,43095,161,36927
Alabama,1,2017,January,4937,2872,1535,379,949949,576304,291820,44330,151,37495
Alabama,1,2017,February,4497,2575,1370,380,949949,576304,291820,44330,172,37495
Alabama,1,2017,March,4809,2837,1447,368,949949,576304,291820,44330,157,37495
Alabama,1,2017,April,4383,2643,1249,332,949949,576304,291820,44330,159,37495
Alabama,1,2017,May,4763,2884,1382,347,949949,576304,291820,44330,150,37495
Alabama,1,2017,June,4823,2852,1413,378,949949,576304,291820,44330,180,37495
Alabama,1,2017,July,5053,2875,1583,415,949949,576304,291820,44330,180,37495
Alabama,1,2017,August,5539,3246,1670,438,949949,576304,291820,44330,185,37495
Alabama,1,2017,September,5211,3059,1592,373,949949,576304,291820,44330,187,37495
Alabama,1,2017,October,5061,2903,1577,404,949949,576304,291820,44330,177,37495
Alabama,1,2017,November,4969,2825,1587,378,949949,576304,291820,44330,179,37495
Alabama,1,2017,December,4896,2806,1558,354,949949,576304,291820,44330,178,37495
Alabama,1,2018,January,4902,2852,1512,381,948768,574448,290759,45356,157,38205
Alabama,1,2018,February,4342,2454,1381,352,948768,574448,290759,45356,155,38205
Alabama,1,2018,March,4761,2823,1391,381,948768,574448,290759,45356,166,38205
Alabama,1,2018,April,4393,2577,1319,338,948768,574448,290759,45356,159,38205
Alabama,1,2018,May,4785,2843,1427,340,948768,574448,290759,45356,175,38205
Alabama,1,2018,June,4768,2845,1417,347,948768,574448,290759,45356,159,38205
Alabama,1,2018,July,4936,2899,1495,372,948768,574448,290759,45356,170,38205
Alabama,1,2018,August,5275,3108,1580,409,948768,574448,290759,45356,178,38205
Alabama,1,2018,September,4816,2841,1470,349,948768,574448,290759,45356,156,38205
Alabama,1,2018,October,5003,2883,1550,403,948768,574448,290759,45356,167,38205
Alabama,1,2018,November,4819,2817,1491,345,948768,574448,290759,45356,166,38205
Alabama,1,2018,December,4961,2834,1564,386,948768,574448,290759,45356,177,38205
Alabama,1,2019,January,5036,2902,1566,368,949318,574017,290092,46537,200,38672
Alabama,1,2019,February,4399,2534,1389,327,949318,574017,290092,46537,149,38672
Alabama,1,2019,March,4531,2637,1345,371,949318,574017,290092,46537,178,38672
Alabama,1,2019,April,4535,2622,1402,361,949318,574017,290092,46537,150,38672
Alabama,1,2019,May,4807,2781,1472,387,949318,574017,290092,46537,167,38672
Alabama,1,2019,June,4470,2593,1329,390,949318,574017,290092,46537,158,38672
Alabama,1,2019,July,5068,2830,1568,460,949318,574017,290092,46537,210,38672
Alabama,1,2019,August,5460,3049,1741,488,949318,574017,290092,46537,182,38672
Alabama,1,2019,September,5228,2937,1675,434,949318,574017,290092,46537,182,38672
Alabama,1,2019,October,5205,3055,1541,430,949318,574017,290092,46537,179,38672
Alabama,1,2019,November,4770,2610,1526,450,949318,574017,290092,46537,184,38672
Alabama,1,2019,December,5106,2844,1643,444,949318,574017,290092,46537,175,38672
Alabama,1,2020,January,4955,2713,1651,436,951615,575107,289571,47433,155,39504
Alabama,1,2020,February,4449,2492,1403,407,951615,575107,289571,47433,147,39504
Alabama,1,2020,March,4775,2812,1387,403,951615,575107,289571,47433,173,39504
Alabama,1,2020,April,4567,2621,1423,381,951615,575107,289571,47433,142,39504
Alabama,1,2020,May,4510,2612,1322,417,951615,575107,289571,47433,159,39504
Alabama,1,2020,June,4799,2736,1462,437,951615,575107,289571,47433,164,39504
Alabama,1,2020,July,5224,2968,1566,496,951615,575107,289571,47433,194,39504
Alabama,1,2020,August,5201,2912,1600,487,951615,575107,289571,47433,202,39504
Alabama,1,2020,September,5001,2848,1509,489,951615,575107,289571,47433,155,39504
Alabama,1,2020,October,4777,2694,1459,457,951615,575107,289571,47433,167,39504
Alabama,1,2020,November,4484,2483,1421,426,951615,575107,289571,47433,154,39504
Alabama,1,2020,December,4905,2781,1543,397,951615,575107,289571,47433,184,39504
Alabama,1,2021,January,4553,2611,1383,412,976400,589049,296077,50430,147,40844
Alabama,1,2021,February,4385,2547,1286,417,976400,589049,296077,50430,135,40844
Alabama,1,2021,March,4756,2797,1355,430,976400,589049,296077,50430,174,40844
Alabama,1,2021,April,4519,2666,1231,445,976400,589049,296077,50430,177,40844
Alabama,1,2021,May,4512,2656,1270,416,976400,589049,296077,50430,170,40844
Alabama,1,2021,June,4930,2960,1315,454,976400,589049,296077,50430,201,40844
Alabama,1,2021,July,5154,3027,1442,485,976400,589049,296077,50430,200,40844
Alabama,1,2021,August,5172,3057,1469,480,976400,589049,296077,50430,166,40844
Alabama,1,2021,September,5147,2934,1471,554,976400,589049,296077,50430,188,40844
Alabama,1,2021,October,4968,2856,1387,529,976400,589049,296077,50430,196,40844
Alabama,1,2021,November,4900,2781,1422,511,976400,589049,296077,50430,186,40844
Alabama,1,2021,December,5058,2883,1480,515,976400,589049,296077,50430,180,40844
Alabama,1,2022,January,4808,2722,1418,494,991098,596507,298952,53097,174,42542
Alabama,1,2022,February,4383,2491,1250,474,991098,596507,298952,53097,168,42542
Alabama,1,2022,March,4806,2834,1344,469,991098,596507,298952,53097,159,42542
Alabama,1,2022,April,4456,2628,1200,476,991098,596507,298952,53097,152,42542
Alabama,1,2022,May,4588,2656,1234,505,991098,596507,298952,53097,193,42542
Alabama,1,2022,June,4709,2792,1249,479,991098,596507,298952,53097,189,42542
Alabama,1,2022,July,5006,2899,1389,549,991098,596507,298952,53097,169,42542
Alabama,1,2022,August,5494,3148,1556,578,991098,596507,298952,53097,212,42542
Alabama,1,2022,September,5053,2973,1330,558,991098,596507,298952,53097,192,42542
Alabama,1,2022,October,4839,2833,1278,561,991098,596507,298952,53097,167,42542
Alabama,1,2022,November,4919,2796,1391,546,991098,596507,298952,53097,186,42542
Alabama,1,2022,December,5088,2953,1428,542,991098,596507,298952,53097,165,42542
Alabama,1,2023,January,4996,2827,1439,564,NA,NA,NA,NA,166,NA
Alabama,1,2023,February,4406,2490,1235,509,NA,NA,NA,NA,172,NA
Alabama,1,2023,March,4910,2848,1333,535,NA,NA,NA,NA,194,NA
Alabama,1,2023,April,4376,2505,1192,521,NA,NA,NA,NA,158,NA
Alabama,1,2023,May,4637,2696,1250,520,NA,NA,NA,NA,171,NA
Alabama,1,2023,June,4821,2863,1215,574,NA,NA,NA,NA,169,NA
Alabama,1,2023,July,4896,2797,1276,632,NA,NA,NA,NA,191,NA
Alabama,1,2023,August,5157,3017,1340,605,NA,NA,NA,NA,195,NA
Alabama,1,2023,September,4986,2867,1331,610,NA,NA,NA,NA,178,NA
Alabama,1,2023,October,4937,2834,1315,596,NA,NA,NA,NA,192,NA
Alabama,1,2023,November,4813,2764,1275,585,NA,NA,NA,NA,189,NA
Alabama,1,2023,December,0,0,0,0,NA,NA,NA,NA,0,NA
Alaska,2,2016,January,938,500,28,56,147371,84900,4945,11643,354,45883
Alaska,2,2016,February,840,462,23,59,147371,84900,4945,11643,296,45883
Alaska,2,2016,March,967,529,26,70,147371,84900,4945,11643,342,45883
Alaska,2,2016,April,912,466,14,77,147371,84900,4945,11643,355,45883
Alaska,2,2016,May,955,513,25,72,147371,84900,4945,11643,345,45883
Alaska,2,2016,June,980,514,23,61,147371,84900,4945,11643,382,45883
Alaska,2,2016,July,955,467,31,74,147371,84900,4945,11643,383,45883
Alaska,2,2016,August,957,466,16,77,147371,84900,4945,11643,398,45883
Alaska,2,2016,September,951,497,35,63,147371,84900,4945,11643,356,45883
Alaska,2,2016,October,958,472,38,68,147371,84900,4945,11643,380,45883
Alaska,2,2016,November,897,439,32,78,147371,84900,4945,11643,348,45883
Alaska,2,2016,December,899,462,28,56,147371,84900,4945,11643,353,45883
Alaska,2,2017,January,796,418,26,52,146072,83058,4898,11768,300,46348
Alaska,2,2017,February,783,383,29,63,146072,83058,4898,11768,308,46348
Alaska,2,2017,March,906,428,29,67,146072,83058,4898,11768,382,46348
Alaska,2,2017,April,867,434,30,60,146072,83058,4898,11768,343,46348
Alaska,2,2017,May,895,453,28,69,146072,83058,4898,11768,345,46348
Alaska,2,2017,June,896,458,24,68,146072,83058,4898,11768,346,46348
Alaska,2,2017,July,911,473,32,62,146072,83058,4898,11768,344,46348
Alaska,2,2017,August,929,494,25,72,146072,83058,4898,11768,338,46348
Alaska,2,2017,September,934,452,29,80,146072,83058,4898,11768,373,46348
Alaska,2,2017,October,864,433,23,73,146072,83058,4898,11768,335,46348
Alaska,2,2017,November,806,407,29,60,146072,83058,4898,11768,310,46348
Alaska,2,2017,December,858,426,25,73,146072,83058,4898,11768,334,46348
Alaska,2,2018,January,819,392,26,76,145589,81714,4896,11898,325,47081
Alaska,2,2018,February,769,378,21,71,145589,81714,4896,11898,299,47081
Alaska,2,2018,March,895,456,18,82,145589,81714,4896,11898,339,47081
Alaska,2,2018,April,841,409,25,66,145589,81714,4896,11898,341,47081
Alaska,2,2018,May,875,481,17,70,145589,81714,4896,11898,307,47081
Alaska,2,2018,June,874,445,29,58,145589,81714,4896,11898,342,47081
Alaska,2,2018,July,814,418,24,65,145589,81714,4896,11898,307,47081
Alaska,2,2018,August,934,468,29,75,145589,81714,4896,11898,362,47081
Alaska,2,2018,September,798,393,22,59,145589,81714,4896,11898,324,47081
Alaska,2,2018,October,875,413,26,63,145589,81714,4896,11898,373,47081
Alaska,2,2018,November,778,400,18,56,145589,81714,4896,11898,304,47081
Alaska,2,2018,December,814,404,25,66,145589,81714,4896,11898,319,47081
Alaska,2,2019,January,774,376,19,73,144302,80690,4891,11824,306,46897
Alaska,2,2019,February,757,363,13,54,144302,80690,4891,11824,327,46897
Alaska,2,2019,March,879,444,38,69,144302,80690,4891,11824,328,46897
Alaska,2,2019,April,836,438,28,59,144302,80690,4891,11824,311,46897
Alaska,2,2019,May,826,402,23,55,144302,80690,4891,11824,346,46897
Alaska,2,2019,June,809,371,29,72,144302,80690,4891,11824,337,46897
Alaska,2,2019,July,919,480,30,73,144302,80690,4891,11824,336,46897
Alaska,2,2019,August,851,430,23,81,144302,80690,4891,11824,317,46897
Alaska,2,2019,September,873,432,30,72,144302,80690,4891,11824,339,46897
Alaska,2,2019,October,803,394,24,61,144302,80690,4891,11824,324,46897
Alaska,2,2019,November,710,331,17,48,144302,80690,4891,11824,314,46897
Alaska,2,2019,December,785,398,16,70,144302,80690,4891,11824,301,46897
Alaska,2,2020,January,818,407,25,63,144062,80291,4810,11884,323,47077
Alaska,2,2020,February,717,364,24,45,144062,80291,4810,11884,284,47077
Alaska,2,2020,March,777,397,26,46,144062,80291,4810,11884,308,47077
Alaska,2,2020,April,758,396,22,52,144062,80291,4810,11884,288,47077
Alaska,2,2020,May,832,416,22,85,144062,80291,4810,11884,309,47077
Alaska,2,2020,June,810,427,23,58,144062,80291,4810,11884,302,47077
Alaska,2,2020,July,777,394,16,61,144062,80291,4810,11884,306,47077
Alaska,2,2020,August,782,382,20,60,144062,80291,4810,11884,320,47077
Alaska,2,2020,September,820,415,25,56,144062,80291,4810,11884,324,47077
Alaska,2,2020,October,805,379,30,69,144062,80291,4810,11884,327,47077
Alaska,2,2020,November,768,378,26,71,144062,80291,4810,11884,293,47077
Alaska,2,2020,December,805,415,22,68,144062,80291,4810,11884,300,47077
Alaska,2,2021,January,746,375,14,70,144275,79921,4788,12134,287,47432
Alaska,2,2021,February,662,359,16,47,144275,79921,4788,12134,240,47432
Alaska,2,2021,March,800,403,22,56,144275,79921,4788,12134,319,47432
Alaska,2,2021,April,815,393,24,81,144275,79921,4788,12134,317,47432
Alaska,2,2021,May,860,406,22,80,144275,79921,4788,12134,352,47432
Alaska,2,2021,June,809,398,16,62,144275,79921,4788,12134,333,47432
Alaska,2,2021,July,861,440,14,75,144275,79921,4788,12134,332,47432
Alaska,2,2021,August,820,414,28,71,144275,79921,4788,12134,307,47432
Alaska,2,2021,September,831,422,30,74,144275,79921,4788,12134,305,47432
Alaska,2,2021,October,739,370,18,69,144275,79921,4788,12134,282,47432
Alaska,2,2021,November,704,368,23,42,144275,79921,4788,12134,271,47432
Alaska,2,2021,December,720,347,16,71,144275,79921,4788,12134,286,47432
Alaska,2,2022,January,734,322,22,75,144221,79203,4720,12397,315,47901
Alaska,2,2022,February,720,357,21,65,144221,79203,4720,12397,277,47901
Alaska,2,2022,March,833,434,21,59,144221,79203,4720,12397,319,47901
Alaska,2,2022,April,779,394,22,71,144221,79203,4720,12397,292,47901
Alaska,2,2022,May,798,397,21,65,144221,79203,4720,12397,315,47901
Alaska,2,2022,June,816,420,13,61,144221,79203,4720,12397,322,47901
Alaska,2,2022,July,812,390,24,68,144221,79203,4720,12397,330,47901
Alaska,2,2022,August,826,389,18,76,144221,79203,4720,12397,343,47901
Alaska,2,2022,September,797,417,31,68,144221,79203,4720,12397,281,47901
Alaska,2,2022,October,766,394,21,60,144221,79203,4720,12397,291,47901
Alaska,2,2022,November,725,372,17,51,144221,79203,4720,12397,285,47901
Alaska,2,2022,December,753,353,18,75,144221,79203,4720,12397,307,47901
Alaska,2,2023,January,756,363,22,68,NA,NA,NA,NA,303,NA
Alaska,2,2023,February,681,337,21,55,NA,NA,NA,NA,268,NA
Alaska,2,2023,March,758,372,20,71,NA,NA,NA,NA,295,NA
Alaska,2,2023,April,712,342,17,65,NA,NA,NA,NA,288,NA
Alaska,2,2023,May,766,379,12,69,NA,NA,NA,NA,306,NA
Alaska,2,2023,June,774,413,16,56,NA,NA,NA,NA,289,NA
Alaska,2,2023,July,769,345,15,77,NA,NA,NA,NA,332,NA
Alaska,2,2023,August,735,345,21,68,NA,NA,NA,NA,301,NA
Alaska,2,2023,September,767,345,14,72,NA,NA,NA,NA,336,NA
Alaska,2,2023,October,740,365,17,65,NA,NA,NA,NA,293,NA
Alaska,2,2023,November,706,313,20,52,NA,NA,NA,NA,321,NA
Alaska,2,2023,December,0,0,0,0,NA,NA,NA,NA,0,NA
Arizona,4,2016,January,7073,2940,350,2906,1330368,624930,62344,493762,877,149332
Arizona,4,2016,February,6749,2827,307,2800,1330368,624930,62344,493762,815,149332
Arizona,4,2016,March,6851,2974,317,2689,1330368,624930,62344,493762,871,149332
Arizona,4,2016,April,6570,2925,298,2624,1330368,624930,62344,493762,723,149332
Arizona,4,2016,May,6730,2894,339,2648,1330368,624930,62344,493762,849,149332
Arizona,4,2016,June,6766,2876,322,2737,1330368,624930,62344,493762,831,149332
Arizona,4,2016,July,7059,2976,339,2959,1330368,624930,62344,493762,785,149332
Arizona,4,2016,August,7726,3189,383,3264,1330368,624930,62344,493762,890,149332
Arizona,4,2016,September,7691,3088,386,3257,1330368,624930,62344,493762,960,149332
Arizona,4,2016,October,7192,2920,356,3055,1330368,624930,62344,493762,861,149332
Arizona,4,2016,November,6897,2744,330,2994,1330368,624930,62344,493762,829,149332
Arizona,4,2016,December,7216,2891,348,3017,1330368,624930,62344,493762,960,149332
Arizona,4,2017,January,6958,2790,364,2963,1345764,622827,64558,505975,841,152404
Arizona,4,2017,February,6168,2563,368,2512,1345764,622827,64558,505975,725,152404
Arizona,4,2017,March,6797,2867,320,2816,1345764,622827,64558,505975,794,152404
Arizona,4,2017,April,6308,2733,308,2518,1345764,622827,64558,505975,749,152404
Arizona,4,2017,May,6523,2804,337,2641,1345764,622827,64558,505975,741,152404
Arizona,4,2017,June,6625,2721,345,2766,1345764,622827,64558,505975,793,152404
Arizona,4,2017,July,6980,2854,366,2923,1345764,622827,64558,505975,837,152404
Arizona,4,2017,August,7425,3031,371,3197,1345764,622827,64558,505975,826,152404
Arizona,4,2017,September,7219,2875,373,3099,1345764,622827,64558,505975,872,152404
Arizona,4,2017,October,7319,2936,375,3181,1345764,622827,64558,505975,827,152404
Arizona,4,2017,November,6798,2747,333,2943,1345764,622827,64558,505975,775,152404
Arizona,4,2017,December,6752,2773,381,2818,1345764,622827,64558,505975,780,152404
Arizona,4,2018,January,6743,2743,382,2800,1377098,629629,67474,520524,818,159471
Arizona,4,2018,February,6195,2535,337,2570,1377098,629629,67474,520524,753,159471
Arizona,4,2018,March,6636,2673,362,2797,1377098,629629,67474,520524,804,159471
Arizona,4,2018,April,6152,2621,334,2482,1377098,629629,67474,520524,715,159471
Arizona,4,2018,May,6419,2682,357,2601,1377098,629629,67474,520524,779,159471
Arizona,4,2018,June,6496,2717,349,2632,1377098,629629,67474,520524,798,159471
Arizona,4,2018,July,6852,2734,352,2989,1377098,629629,67474,520524,777,159471
Arizona,4,2018,August,7314,2937,369,3134,1377098,629629,67474,520524,874,159471
Arizona,4,2018,September,7117,2830,366,3113,1377098,629629,67474,520524,808,159471
Arizona,4,2018,October,7150,2897,368,3084,1377098,629629,67474,520524,801,159471
Arizona,4,2018,November,6814,2739,360,2917,1377098,629629,67474,520524,798,159471
Arizona,4,2018,December,6835,2697,369,2965,1377098,629629,67474,520524,804,159471
Arizona,4,2019,January,6838,2705,400,2905,1398758,634495,70385,531146,828,162732
Arizona,4,2019,February,6089,2443,335,2586,1398758,634495,70385,531146,725,162732
Arizona,4,2019,March,6681,2672,426,2787,1398758,634495,70385,531146,796,162732
Arizona,4,2019,April,6106,2557,363,2422,1398758,634495,70385,531146,764,162732
Arizona,4,2019,May,6283,2653,386,2534,1398758,634495,70385,531146,710,162732
Arizona,4,2019,June,6171,2541,356,2499,1398758,634495,70385,531146,775,162732
Arizona,4,2019,July,6966,2754,366,3085,1398758,634495,70385,531146,761,162732
Arizona,4,2019,August,7204,2855,398,3117,1398758,634495,70385,531146,834,162732
Arizona,4,2019,September,6867,2721,373,3028,1398758,634495,70385,531146,745,162732
Arizona,4,2019,October,6885,2724,394,2980,1398758,634495,70385,531146,787,162732
Arizona,4,2019,November,6576,2627,365,2868,1398758,634495,70385,531146,716,162732
Arizona,4,2019,December,6709,2688,380,2828,1398758,634495,70385,531146,813,162732
Arizona,4,2020,January,6703,2624,377,2926,1425903,642255,73160,544372,776,166116
Arizona,4,2020,February,6274,2565,372,2653,1425903,642255,73160,544372,684,166116
Arizona,4,2020,March,6374,2586,364,2714,1425903,642255,73160,544372,710,166116
Arizona,4,2020,April,5970,2428,336,2510,1425903,642255,73160,544372,696,166116
Arizona,4,2020,May,6036,2467,385,2494,1425903,642255,73160,544372,690,166116
Arizona,4,2020,June,6084,2467,332,2557,1425903,642255,73160,544372,728,166116
Arizona,4,2020,July,6772,2751,380,2884,1425903,642255,73160,544372,757,166116
Arizona,4,2020,August,6700,2730,384,2814,1425903,642255,73160,544372,772,166116
Arizona,4,2020,September,6741,2656,354,2975,1425903,642255,73160,544372,756,166116
Arizona,4,2020,October,6646,2656,387,2818,1425903,642255,73160,544372,785,166116
Arizona,4,2020,November,6202,2400,337,2790,1425903,642255,73160,544372,675,166116
Arizona,4,2020,December,6445,2524,381,2864,1425903,642255,73160,544372,676,166116
Arizona,4,2021,January,6173,2443,371,2685,1404610,627451,73376,540116,674,163667
Arizona,4,2021,February,5616,2359,327,2336,1404610,627451,73376,540116,594,163667
Arizona,4,2021,March,6011,2516,315,2531,1404610,627451,73376,540116,649,163667
Arizona,4,2021,April,6030,2557,346,2440,1404610,627451,73376,540116,687,163667
Arizona,4,2021,May,6060,2535,358,2504,1404610,627451,73376,540116,663,163667
Arizona,4,2021,June,6223,2581,355,2558,1404610,627451,73376,540116,729,163667
Arizona,4,2021,July,6908,2814,368,2974,1404610,627451,73376,540116,752,163667
Arizona,4,2021,August,7112,2806,413,3114,1404610,627451,73376,540116,779,163667
Arizona,4,2021,September,7099,2830,400,3124,1404610,627451,73376,540116,745,163667
Arizona,4,2021,October,7054,2724,384,3127,1404610,627451,73376,540116,819,163667
Arizona,4,2021,November,6681,2624,375,2971,1404610,627451,73376,540116,711,163667
Arizona,4,2021,December,6949,2699,391,3111,1404610,627451,73376,540116,748,163667
Arizona,4,2022,January,6575,2537,357,2923,1429665,631272,76164,554569,758,167660
Arizona,4,2022,February,6007,2403,367,2599,1429665,631272,76164,554569,638,167660
Arizona,4,2022,March,6484,2609,362,2791,1429665,631272,76164,554569,722,167660
Arizona,4,2022,April,5957,2427,379,2518,1429665,631272,76164,554569,633,167660
Arizona,4,2022,May,6005,2384,382,2533,1429665,631272,76164,554569,706,167660
Arizona,4,2022,June,6268,2468,371,2728,1429665,631272,76164,554569,701,167660
Arizona,4,2022,July,6740,2531,353,3055,1429665,631272,76164,554569,801,167660
Arizona,4,2022,August,7114,2651,418,3230,1429665,631272,76164,554569,815,167660
Arizona,4,2022,September,6847,2636,366,3094,1429665,631272,76164,554569,751,167660
Arizona,4,2022,October,6660,2589,335,3028,1429665,631272,76164,554569,708,167660
Arizona,4,2022,November,6841,2566,339,3157,1429665,631272,76164,554569,779,167660
Arizona,4,2022,December,7049,2698,396,3183,1429665,631272,76164,554569,772,167660
Arizona,4,2023,January,6570,2470,357,2966,NA,NA,NA,NA,777,NA
Arizona,4,2023,February,6037,2351,319,2682,NA,NA,NA,NA,685,NA
Arizona,4,2023,March,6430,2522,383,2827,NA,NA,NA,NA,698,NA
Arizona,4,2023,April,5974,2327,342,2603,NA,NA,NA,NA,702,NA
Arizona,4,2023,May,6168,2380,342,2708,NA,NA,NA,NA,738,NA
Arizona,4,2023,June,6171,2356,340,2759,NA,NA,NA,NA,716,NA
Arizona,4,2023,July,6599,2462,359,3061,NA,NA,NA,NA,717,NA
Arizona,4,2023,August,7159,2734,395,3270,NA,NA,NA,NA,760,NA
Arizona,4,2023,September,6871,2592,365,3185,NA,NA,NA,NA,729,NA
Arizona,4,2023,October,6828,2536,350,3127,NA,NA,NA,NA,815,NA
Arizona,4,2023,November,6584,2469,384,2941,NA,NA,NA,NA,790,NA
Arizona,4,2023,December,0,0,0,0,NA,NA,NA,NA,0,NA
Arkansas,5,2016,January,3068,1966,589,334,576758,395474,103379,49131,179,28774
Arkansas,5,2016,February,2997,1973,545,321,576758,395474,103379,49131,158,28774
Arkansas,5,2016,March,3200,2131,547,330,576758,395474,103379,49131,192,28774
Arkansas,5,2016,April,2951,1922,531,334,576758,395474,103379,49131,164,28774
Arkansas,5,2016,May,3033,2004,531,303,576758,395474,103379,49131,195,28774
Arkansas,5,2016,June,3237,2145,579,338,576758,395474,103379,49131,175,28774
Arkansas,5,2016,July,3414,2249,637,351,576758,395474,103379,49131,177,28774
Arkansas,5,2016,August,3532,2316,641,377,576758,395474,103379,49131,198,28774
Arkansas,5,2016,September,3358,2190,614,362,576758,395474,103379,49131,192,28774
Arkansas,5,2016,October,3119,2002,579,367,576758,395474,103379,49131,171,28774
Arkansas,5,2016,November,3140,1966,667,316,576758,395474,103379,49131,191,28774
Arkansas,5,2016,December,3225,2089,638,331,576758,395474,103379,49131,167,28774
Arkansas,5,2017,January,3158,1976,651,333,577447,393308,103288,51295,198,29556
Arkansas,5,2017,February,2792,1788,549,289,577447,393308,103288,51295,166,29556
Arkansas,5,2017,March,3053,2024,521,304,577447,393308,103288,51295,204,29556
Arkansas,5,2017,April,2783,1748,548,296,577447,393308,103288,51295,191,29556
Arkansas,5,2017,May,3027,1996,558,313,577447,393308,103288,51295,160,29556
Arkansas,5,2017,June,3087,2011,566,353,577447,393308,103288,51295,157,29556
Arkansas,5,2017,July,3323,2112,659,365,577447,393308,103288,51295,187,29556
Arkansas,5,2017,August,3614,2263,719,416,577447,393308,103288,51295,216,29556
Arkansas,5,2017,September,3285,2104,572,390,577447,393308,103288,51295,219,29556
Arkansas,5,2017,October,3124,2026,551,330,577447,393308,103288,51295,217,29556
Arkansas,5,2017,November,3170,2010,633,315,577447,393308,103288,51295,212,29556
Arkansas,5,2017,December,3104,2031,555,344,577447,393308,103288,51295,174,29556
Arkansas,5,2018,January,3110,2005,596,329,577998,391790,103350,52368,180,30490
Arkansas,5,2018,February,2803,1837,530,296,577998,391790,103350,52368,140,30490
Arkansas,5,2018,March,3047,1957,566,341,577998,391790,103350,52368,183,30490
Arkansas,5,2018,April,2830,1833,520,284,577998,391790,103350,52368,193,30490
Arkansas,5,2018,May,3172,2037,558,340,577998,391790,103350,52368,237,30490
Arkansas,5,2018,June,3003,1908,579,305,577998,391790,103350,52368,211,30490
Arkansas,5,2018,July,3246,2060,575,359,577998,391790,103350,52368,252,30490
Arkansas,5,2018,August,3400,2168,620,400,577998,391790,103350,52368,212,30490
Arkansas,5,2018,September,3101,1953,631,344,577998,391790,103350,52368,173,30490
Arkansas,5,2018,October,3248,2053,613,385,577998,391790,103350,52368,197,30490
Arkansas,5,2018,November,2958,1869,569,350,577998,391790,103350,52368,170,30490
Arkansas,5,2018,December,3100,1929,609,366,577998,391790,103350,52368,196,30490
Arkansas,5,2019,January,3119,1957,611,364,578319,391120,103200,52880,187,31119
Arkansas,5,2019,February,2665,1713,499,290,578319,391120,103200,52880,163,31119
Arkansas,5,2019,March,2852,1811,551,326,578319,391120,103200,52880,164,31119
Arkansas,5,2019,April,2899,1894,522,312,578319,391120,103200,52880,171,31119
Arkansas,5,2019,May,3023,1913,609,317,578319,391120,103200,52880,184,31119
Arkansas,5,2019,June,2881,1816,555,335,578319,391120,103200,52880,175,31119
Arkansas,5,2019,July,3259,2060,602,368,578319,391120,103200,52880,229,31119
Arkansas,5,2019,August,3246,2044,648,355,578319,391120,103200,52880,199,31119
Arkansas,5,2019,September,3232,2049,604,377,578319,391120,103200,52880,202,31119
Arkansas,5,2019,October,3310,2091,647,369,578319,391120,103200,52880,203,31119
Arkansas,5,2019,November,2909,1790,536,324,578319,391120,103200,52880,259,31119
Arkansas,5,2019,December,3169,1927,614,351,578319,391120,103200,52880,277,31119
Arkansas,5,2020,January,2956,1823,606,302,581184,391542,103177,54321,225,32144
Arkansas,5,2020,February,2760,1735,515,315,581184,391542,103177,54321,195,32144
Arkansas,5,2020,March,2950,1876,559,324,581184,391542,103177,54321,191,32144
Arkansas,5,2020,April,2855,1842,515,324,581184,391542,103177,54321,174,32144
Arkansas,5,2020,May,2820,1765,531,319,581184,391542,103177,54321,205,32144
Arkansas,5,2020,June,2853,1793,542,320,581184,391542,103177,54321,198,32144
Arkansas,5,2020,July,3115,1908,625,364,581184,391542,103177,54321,218,32144
Arkansas,5,2020,August,3126,1952,666,318,581184,391542,103177,54321,190,32144
Arkansas,5,2020,September,3099,1937,612,366,581184,391542,103177,54321,184,32144
Arkansas,5,2020,October,3020,1922,545,340,581184,391542,103177,54321,213,32144
Arkansas,5,2020,November,2740,1721,525,314,581184,391542,103177,54321,180,32144
Arkansas,5,2020,December,2957,1832,593,333,581184,391542,103177,54321,199,32144
Arkansas,5,2021,January,2833,1779,574,303,583039,391285,102566,56227,177,32961
Arkansas,5,2021,February,2623,1681,475,296,583039,391285,102566,56227,171,32961
Arkansas,5,2021,March,3005,1962,547,309,583039,391285,102566,56227,187,32961
Arkansas,5,2021,April,2679,1731,495,269,583039,391285,102566,56227,184,32961
Arkansas,5,2021,May,2759,1749,487,309,583039,391285,102566,56227,214,32961
